run,shift_mm,lift_mm,kp,kd,timing_scale,friction_scale,returncode,pass,reason,clearance_mm,support_margin_mm,roll_deg,pitch_deg,peak_torque_nm,tracking_error_rad,joint_rate_rad_s,touchdown_velocity_m_s,final_joint_error_rad
151,70,16,140,2.5,1.25,0.5,0,True,,10.27370037,79.249475,0.589969876,1.080502002,10.72188559,0.07615091447,0.8088331093,-0.0006310560401,0.4022309391
152,70,16,140,2.5,1.25,1.0,0,True,,10.27370037,79.249475,0.589969876,1.080502002,10.72188559,0.07615091447,0.8088331093,-0.0006310560401,0.4022309391
153,70,16,140,2.5,1.25,1.5,0,True,,13.415790000000001,76.67356869,0.8836197638,1.466131327,10.75221437,0.07635787598,0.6532454079,-0.0005726963959,0.4037563316
154,70,16,180,3.5,0.75,0.5,0,True,,10.86893244,84.70501208,0.4718229271,0.8101639644,10.44968353,0.05842715577,0.6358433803,-0.01687355235,0.3956377409
155,70,16,180,3.5,0.75,1.0,0,True,,10.86893244,84.70501208,0.4718229271,0.8101639644,10.44968353,0.05842715577,0.6358433803,-0.01687355235,0.3956377409
156,70,16,180,3.5,0.75,1.5,0,True,,13.46842479,82.26137654,0.7728723709,1.182267438,10.5540677,0.05901307237,0.5069070907,-0.005245357982,0.3966960162
157,70,16,180,3.5,1.0,0.5,0,True,,10.859018180000001,84.88397812,0.4624767523,0.7981291932,10.35536207,0.05739613926,0.6358433803,-0.008995360249,0.395637652
158,70,16,180,3.5,1.0,1.0,0,True,,10.859018180000001,84.88397812,0.4624767523,0.7981291932,10.35536207,0.05739613926,0.6358433803,-0.008995360249,0.395637652
159,70,16,180,3.5,1.0,1.5,0,True,,13.355417450000001,82.69525212,0.7527770183,1.149904832,10.35734987,0.05775386086,0.5069070907,-0.001059536442,0.3966956082
160,70,16,180,3.5,1.25,0.5,0,True,,10.84582661,84.93859350000001,0.4594834572,0.7942842153,10.35541415,0.05712077912,0.6358433803,-0.0006792183373,0.3956384835
161,70,16,180,3.5,1.25,1.0,0,True,,10.84582661,84.93859350000001,0.4594834572,0.7942842153,10.35541415,0.05712077912,0.6358433803,-0.0006792183373,0.3956384835
162,70,16,180,3.5,1.25,1.5,0,True,,13.352112060000001,82.84296092,0.7464403221,1.139002681,10.35732765,0.0572485813,0.5069070907,-0.0007826765295,0.3966956869
