time_s,state,roll_rad,pitch_rad,yaw_rad,body_x_m,body_y_m,body_z_m,com_x_m,com_y_m,support_margin_m,fr_foot_z_m,fr_lift_m,fl_force_n,fr_force_n,hl_force_n,hr_force_n,fr_q0,fr_q1,fr_q2,fr_qd0,fr_qd1,fr_qd2,max_abs_tau_nm,ik_residual_m
0.00100000,STAND,-0.00000000,0.00000000,-0.00000000,-0.00000005,0.00000000,0.32207985,-0.00842045,0.00016080,0.00585067,0.02200000,0.00000000,1.90699794,1.90758955,1.90754335,1.90743021,0.00000017,-0.77301031,1.50056170,0.00000000,-0.77297953,1.50050035,0.00000000,0.00000000
0.01000000,STAND,-0.00000002,0.00000007,-0.00000000,-0.00000289,0.00000000,0.32155274,-0.00843406,0.00016080,0.00586193,0.02196420,0.00000000,2.22028332,2.22045162,2.22043365,2.22040083,0.00000712,-0.77481185,1.50403696,0.00000000,-0.77297953,1.50050035,0.00000000,0.00000000
0.02000000,STAND,0.00000002,0.00004549,0.00000002,-0.00001445,0.00000001,0.32005533,-0.00848269,0.00016081,0.00587670,0.02189584,0.00000000,10.34592291,10.34902175,10.31016734,10.30964208,0.00005310,-0.78012929,1.51417915,0.00000000,-0.77297953,1.50050035,0.99529957,0.00000000
0.03000000,STAND,0.00000341,0.00149040,0.00000108,-0.00012547,0.00000008,0.31804102,-0.00860996,0.00016084,0.00598078,0.02149663,0.00000000,41.87338001,41.87648595,41.72030184,41.72012187,0.00079170,-0.78457009,1.52650485,0.00000000,-0.77297953,1.50050035,4.49069731,0.00000000
0.04000000,STAND,0.00002138,0.00751283,0.00000633,-0.00056269,0.00000041,0.31662480,-0.00898358,0.00016106,0.00636417,0.02074808,0.00000000,70.84232979,70.86118997,63.53110898,63.54016818,0.00240070,-0.78212418,1.53748401,0.00000000,-0.77297953,1.50050035,7.81679145,0.00000000
0.05000000,STAND,0.00003307,0.01675201,0.00001858,-0.00138658,0.00000139,0.31644452,-0.00969757,0.00016177,0.00699540,0.02004963,0.00000000,74.99434531,75.04082904,25.79310334,25.87305897,0.00423681,-0.77265190,1.54395318,0.00000000,-0.77297953,1.50050035,9.44147095,0.00000000
0.06000000,STAND,-0.00008968,0.01558818,0.00003925,-0.00219697,0.00000357,0.31680851,-0.01051248,0.00016356,0.00710876,0.01954260,0.00000000,65.40755063,65.49135719,0.00000000,0.00000000,0.00554679,-0.76612055,1.53551606,0.00000000,-0.77297953,1.50050035,10.08793782,0.00000000
0.07000000,STAND,-0.00042671,-0.01137478,0.00007193,-0.00248440,0.00000764,0.31652797,-0.01122927,0.00016710,0.00490856,0.01942660,0.00000000,31.85818361,31.57100821,0.00000000,0.00000000,0.00575335,-0.77507078,1.50316451,0.00000000,-0.77297953,1.50050035,6.63937596,0.00000000
0.08000000,STAND,-0.00020330,-0.03815065,0.00009542,-0.00254797,0.00001706,0.31624183,-0.01181053,0.00017240,-0.00094380,0.02071743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00725444,-0.78915129,1.48524956,0.00000000,-0.77297953,1.50050035,30.00000000,0.00000000
0.09000000,STAND,0.00190053,0.01460198,0.00003920,-0.00366924,0.00003911,0.31921417,-0.01256913,0.00018363,0.00013689,0.04995159,0.00000000,0.00000000,0.00000000,495.25799223,494.55346121,0.01449790,-0.78767791,1.75267613,0.00000000,-0.77297953,1.50050035,30.00000000,0.00000000
0.10000000,STAND,0.00273699,0.13757595,0.00003602,-0.00593032,0.00004733,0.32509744,-0.01375488,0.00020386,0.01350974,0.12754001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02828720,-0.67787538,2.21559911,0.00000000,-0.77297953,1.50050035,30.00000000,0.00000000
0.11000000,STAND,-0.00960404,0.19605500,0.00010604,-0.00718880,-0.00009231,0.32999177,-0.01510707,0.00022336,0.01604747,0.08923447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05180500,-0.47093690,1.90519496,0.00000000,-0.77297953,1.50050035,30.00000000,0.00000000
