time_s,state,roll_rad,pitch_rad,yaw_rad,body_x_m,body_y_m,body_z_m,com_x_m,com_y_m,support_margin_m,fr_foot_z_m,fr_lift_m,fl_force_n,fr_force_n,hl_force_n,hr_force_n,fr_q0,fr_q1,fr_q2,fr_qd0,fr_qd1,fr_qd2,max_abs_tau_nm,ik_residual_m
0.00100000,STAND,-0.00001222,-0.00000051,0.00000058,0.00000003,-0.00000052,0.32208067,-0.00842045,0.00016080,0.00585067,0.02200000,0.00000000,6.17409923,1.37761945,5.18584106,3.41570870,-0.00004132,-0.77305783,1.50061831,0.00000000,-0.77297953,1.50050035,0.78127714,0.00000000
0.01000000,STAND,-0.00013286,0.00015705,0.00001362,-0.00001256,-0.00001761,0.32166436,-0.00843558,0.00014941,0.00586986,0.02184799,0.00000000,15.93741390,12.93608016,13.03730061,12.32440131,-0.00054066,-0.77440839,1.50267792,0.00000000,-0.77297953,1.50050035,1.84029831,0.00000000
0.02000000,STAND,-0.00021180,0.00067596,0.00002930,-0.00008125,-0.00005219,0.32071703,-0.00850421,0.00011998,0.00594435,0.02147611,0.00000000,27.95276857,24.61856041,21.40132977,20.71328337,-0.00054286,-0.77614932,1.50723421,0.00000000,-0.77297953,1.50050035,3.21931482,0.00000000
0.03000000,STAND,-0.00017594,0.00142961,0.00004641,-0.00024273,-0.00010092,0.31960387,-0.00866150,0.00007623,0.00606677,0.02108366,0.00000000,39.10006021,36.16762447,29.10869820,28.93529685,-0.00016935,-0.77791986,1.51316041,0.00000000,-0.77297953,1.50050035,4.63607790,0.00000000
0.04000000,STAND,-0.00009413,0.00220554,0.00005886,-0.00052158,-0.00016164,0.31863082,-0.00892872,0.00002031,0.00623663,0.02079340,0.00000000,42.16715593,40.24839892,31.68951859,32.15585605,0.00034118,-0.77907300,1.51876137,0.00000000,-0.77297953,1.50050035,5.17917577,0.00000000
0.05000000,STAND,0.00000853,0.00268359,0.00006124,-0.00090727,-0.00022834,0.31791310,-0.00929383,-0.00004194,0.00646119,0.02057690,0.00000000,41.29273498,39.96140412,32.20252991,33.11425425,0.00089239,-0.77928498,1.52268813,0.00000000,-0.77297953,1.50050035,5.22137648,0.00000000
0.06000000,STAND,0.00012700,0.00268739,0.00005065,-0.00137634,-0.00029678,0.31745226,-0.00973508,-0.00010632,0.00673472,0.02044786,0.00000000,38.52956669,37.69270988,32.16986255,33.43712997,0.00140726,-0.77880392,1.52486902,0.00000000,-0.77297953,1.50050035,5.00989651,0.00000000
0.07000000,STAND,0.00025001,0.00223987,0.00002684,-0.00190469,-0.00036376,0.31720504,-0.01023089,-0.00016967,0.00704643,0.02040630,0.00000000,35.00531117,34.59156295,31.89895498,33.44617607,0.00184111,-0.77788875,1.52564582,0.00000000,-0.77297953,1.50050035,4.70632799,0.00000000
0.08000000,STAND,0.00036768,0.00146212,-0.00000834,-0.00246930,-0.00042665,0.31711059,-0.01076085,-0.00022943,0.00738402,0.02043458,0.00000000,31.49037762,31.42348699,31.60349270,33.35734279,0.00217871,-0.77674449,1.52546604,0.00000000,-0.77297953,1.50050035,4.40804630,0.00000000
0.09000000,STAND,0.00047305,0.00049870,-0.00005151,-0.00304900,-0.00048335,0.31710730,-0.01130610,-0.00028358,0.00773502,0.02050778,0.00000000,28.46066543,28.66074068,31.43349789,33.32521777,0.00242501,-0.77552675,1.52475496,0.00000000,-0.77297953,1.50050035,4.41865517,0.00000000
0.10000000,STAND,0.00056175,-0.00052288,-0.00009843,-0.00362520,-0.00053234,0.31714341,-0.01184987,-0.00033061,0.00808789,0.02060164,0.00000000,26.14016937,26.52750537,31.46425455,33.43195860,0.00259657,-0.77434692,1.52385189,0.00000000,-0.77297953,1.50050035,4.49252693,0.00000000
0.11000000,STAND,0.00063141,-0.00150896,-0.00014469,-0.00418235,-0.00057260,0.31718194,-0.01237783,-0.00036955,0.00843274,0.02069702,0.00000000,24.56253684,25.06114820,31.70329301,33.69327979,0.00271453,-0.77327728,1.52298745,0.00000000,-0.77297953,1.50050035,4.58354636,0.00000000
0.12000000,STAND,0.00068115,-0.00240188,-0.00018625,-0.00470800,-0.00060365,0.31720133,-0.01287822,-0.00039989,0.00876157,0.02078134,0.00000000,23.63958746,24.18004236,32.10947859,34.07670201,0.00279951,-0.77235764,1.52228845,0.00000000,-0.77297953,1.50050035,4.68636219,0.00000000
0.13000000,STAND,0.00071125,-0.00317432,-0.00021984,-0.00519265,-0.00062548,0.31719314,-0.01334182,-0.00042158,0.00906828,0.02084835,0.00000000,23.22358207,23.74507905,32.61570185,34.52365887,0.00286864,-0.77160311,1.52179858,0.00000000,-0.77297953,1.50050035,4.79215558,0.00000000
0.14000000,STAND,0.00072285,-0.00382070,-0.00024320,-0.00562941,-0.00063845,0.31715848,-0.01376174,-0.00043492,0.00934839,0.02089670,0.00000000,23.15511139,23.60683346,33.14901240,34.96927769,0.00293431,-0.77101217,1.52150497,0.00000000,-0.77297953,1.50050035,4.89149699,0.00000000
0.15000000,STAND,0.00071774,-0.00434846,-0.00025514,-0.00601359,-0.00064324,0.31710411,-0.01413308,-0.00044054,0.00959879,0.02092828,0.00000000,23.29389098,23.63571185,33.64501236,35.35659527,0.00300413,-0.77057369,1.52136381,0.00000000,-0.77297953,1.50050035,4.97630567,0.00000000
0.16000000,STAND,0.00069819,-0.00477103,-0.00025552,-0.00634231,-0.00064078,0.31703909,-0.01445267,-0.00043926,0.00981741,0.02094662,0.00000000,23.53384429,23.73647637,34.05581028,35.64444877,0.00308174,-0.77027246,1.52132099,0.00000000,-0.77297953,1.50050035,5.04089221,0.00000000
0.17000000,STAND,0.00066678,-0.00510291,-0.00024507,-0.00661420,-0.00063215,0.31697233,-0.01471880,-0.00043208,0.01000302,0.02095559,0.00000000,23.80614000,23.85081392,34.35243835,35.80989174,0.00316783,-0.77009282,1.52132619,0.00000000,-0.77297953,1.50050035,5.08224345,0.00000000
0.18000000,STAND,0.00062626,-0.00535687,-0.00022523,-0.00682910,-0.00061853,0.31691104,-0.01493102,-0.00042011,0.01015509,0.02095866,0.00000000,24.07452736,23.95228786,34.52337069,35.84673403,0.00326131,-0.77002056,1.52134067,0.00000000,-0.77297953,1.50050035,5.09978405,0.00000000
0.19000000,STAND,0.00057942,-0.00554283,-0.00019792,-0.00698796,-0.00060115,0.31686011,-0.01508994,-0.00040447,0.01027367,0.02095845,0.00000000,24.32690738,24.03760589,34.57086834,35.76190756,0.00336022,-0.77004356,1.52133989,0.00000000,-0.77297953,1.50050035,5.09484928,0.00000000
0.20000000,STAND,0.00052893,-0.00566787,-0.00016528,-0.00709266,-0.00058122,0.31682205,-0.01519716,-0.00038628,0.01035941,0.02095660,0.00000000,24.56612985,24.11719190,34.50658755,35.57108391,0.00346242,-0.77015158,1.52131258,0.00000000,-0.77297953,1.50050035,5.07006145,0.00000000
0.21000000,STAND,0.00047732,-0.00573697,-0.00012953,-0.00714595,-0.00055986,0.31679741,-0.01525514,-0.00036662,0.01041345,0.02095396,0.00000000,24.80192666,24.20697090,34.34744805,35.29453961,0.00356605,-0.77033561,1.52125786,0.00000000,-0.77297953,1.50050035,5.02874346,0.00000000
0.22000000,STAND,0.00042681,-0.00575391,-0.00009279,-0.00715135,-0.00053813,0.31678523,-0.01526712,-0.00034646,0.01043748,0.02095074,0.00000000,25.04492752,24.32231137,34.11231806,34.95383105,0.00366975,-0.77058712,1.52118158,0.00000000,-0.77297953,1.50050035,4.97444490,0.00000000
0.23000000,STAND,0.00037927,-0.00572213,-0.00005691,-0.00711309,-0.00051694,0.31678370,-0.01523703,-0.00032667,0.01043369,0.02094678,0.00000000,25.30297183,24.47433427,33.81971465,34.56948500,0.00377267,-0.77089748,1.52109294,0.00000000,-0.77297953,1.50050035,4.91060838,0.00000000
0.24000000,STAND,0.00033623,-0.00564542,-0.00002346,-0.00703596,-0.00049706,0.31679061,-0.01516934,-0.00030799,0.01040468,0.02094179,0.00000000,25.57945511,24.66831967,33.48646910,34.15966278,0.00387443,-0.77125756,1.52100170,0.00000000,-0.77297953,1.50050035,4.84037039,0.00000000
0.25000000,STAND,0.00029879,-0.00552831,0.00000639,-0.00692521,-0.00047909,0.31680373,-0.01506901,-0.00029101,0.01035345,0.02093545,0.00000000,25.87320510,24.90369613,33.12716672,33.73961352,0.00397500,-0.77165762,1.52091637,0.00000000,-0.77297953,1.50050035,4.76647125,0.00000000
0.26000000,STAND,0.00026767,-0.00537618,0.00003182,-0.00678642,-0.00046351,0.31682102,-0.01494128,-0.00027616,0.01028327,0.02092760,0.00000000,26.17931946,25.17503228,32.75411756,33.32167725,0.00407456,-0.77208735,1.52084321,0.00000000,-0.77297953,1.50050035,4.69124183,0.00000000
0.27000000,STAND,0.00024323,-0.00519521,0.00005239,-0.00662531,-0.00045059,0.31684078,-0.01479159,-0.00026376,0.01019763,0.02091819,0.00000000,26.49045357,25.47350673,32.37762423,32.91560537,0.00417339,-0.77253615,1.52078592,0.00000000,-0.77297953,1.50050035,4.61663496,0.00000000
0.28000000,STAND,0.00022551,-0.00499212,0.00006795,-0.00644768,-0.00044049,0.31686166,-0.01462542,-0.00025395,0.01010009,0.02090738,0.00000000,26.79816791,25.78845298,32.00635834,32.52900906,0.00427179,-0.77299342,1.52074590,0.00000000,-0.77297953,1.50050035,4.54427587,0.00000000
0.29000000,STAND,0.00021422,-0.00477393,0.00007866,-0.00625917,-0.00043321,0.31688262,-0.01444816,-0.00024677,0.00999423,0.02089541,0.00000000,27.09408432,26.10871760,31.64771741,32.16780425,0.00436997,-0.77344892,1.52072267,0.00000000,-0.77297953,1.50050035,4.47551364,0.00000000
0.30000000,STAND,0.00020889,-0.00454762,0.00008486,-0.00606523,-0.00042865,0.31690289,-0.01426498,-0.00024213,0.00988355,0.02088264,0.00000000,27.37072835,26.42369905,31.30809240,31.83657889,0.00446808,-0.77389307,1.52071445,0.00000000,-0.77297953,1.50050035,4.41146370,0.00000000
0.31000000,STAND,0.00020883,-0.00431988,0.00008709,-0.00587093,-0.00042660,0.31692189,-0.01408076,-0.00023986,0.00977134,0.02086948,0.00000000,27.62203370,26.72403540,30.99302388,31.53885492,0.00456613,-0.77431723,1.52071875,0.00000000,-0.77297953,1.50050035,4.35303748,0.00000000
0.32000000,STAND,0.00021325,-0.00409690,0.00008595,-0.00568094,-0.00042678,0.31693920,-0.01389997,-0.00023972,0.00966070,0.02085632,0.00000000,27.84354954,27.00197584,30.70725758,31.27724993,0.00466403,-0.77471390,1.52073275,0.00000000,-0.77297953,1.50050035,4.30096013,0.00000000
0.33000000,STAND,0.00022127,-0.00388415,0.00008213,-0.00549940,-0.00042887,0.31695449,-0.01372661,-0.00024139,0.00955439,0.02084355,0.00000000,28.03242371,27.25150473,30.45472773,31.05356176,0.00476160,-0.77507683,1.52075371,0.00000000,-0.77297953,1.50050035,4.25577927,0.00000000
0.34000000,STAND,0.00023199,-0.00368635,0.00007630,-0.00532989,-0.00043248,0.31696749,-0.01356416,-0.00024455,0.00945483,0.02083151,0.00000000,28.18724265,27.46829666,30.23850255,30.86880539,0.00485856,-0.77540109,1.52077909,0.00000000,-0.77297953,1.50050035,4.21786893,0.00000000
0.35000000,STAND,0.00024452,-0.00350736,0.00006913,-0.00517542,-0.00043725,0.31697802,-0.01341553,-0.00024883,0.00936408,0.02082048,0.00000000,28.30780029,27.64957344,30.06072347,30.72323003,0.00495456,-0.77568309,1.52080672,0.00000000,-0.77297953,1.50050035,4.18743220,0.00000000
0.36000000,STAND,0.00025803,-0.00335020,0.00006123,-0.00503836,-0.00044279,0.31698593,-0.01328308,-0.00025390,0.00928380,0.02081067,0.00000000,28.39485045,27.79391793,29.92256183,30.61633770,0.00504920,-0.77592053,1.52083481,0.00000000,-0.77297953,1.50050035,4.16450562,0.00000000
0.37000000,STAND,0.00027178,-0.00321705,0.00005314,-0.00492048,-0.00044874,0.31699113,-0.01316857,-0.00025941,0.00921523,0.02080225,0.00000000,28.44987839,27.90108149,29.82420789,30.54691673,0.00514203,-0.77611235,1.52086191,0.00000000,-0.77297953,1.50050035,4.14896675,0.00000000
0.38000000,STAND,0.00028509,-0.00310930,0.00004533,-0.00482297,-0.00045480,0.31699359,-0.01307319,-0.00026505,0.00915923,0.02079531,0.00000000,28.47490926,27.97180481,29.76489814,30.51309582,0.00523258,-0.77625861,1.52088691,0.00000000,-0.77297953,1.50050035,4.14054583,0.00000000
0.39000000,STAND,0.00029742,-0.00302759,0.00003817,-0.00474642,-0.00046066,0.31699333,-0.01299762,-0.00027057,0.00911628,0.02078990,0.00000000,28.47235784,28.00765948,29.74297984,30.51241879,0.00532037,-0.77636041,1.52090895,0.00000000,-0.77297953,1.50050035,4.13884114,0.00000000
0.40000000,STAND,0.00030836,-0.00297190,0.00003195,-0.00469090,-0.00046610,0.31699044,-0.01294198,-0.00027572,0.00908649,0.02078601,0.00000000,28.44491556,28.01090931,29.75600747,30.54193573,0.00540491,-0.77641976,1.52092744,0.00000000,-0.77297953,1.50050035,4.14333737,0.00000000
